fixselect,tax_1,tax_2,tax_3,tax_4,tax_5,tax_6,tax_7,tax_8,tax_bar,names(parsr),nam_1,nam_2,nam_3,nam_4,nam_5,nam_6,nam_7,nam_8,tax_fill
076899379_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076899379,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076880699_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076880699,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
038739675_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,038739675,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
041189479_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,041189479,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076904895_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076904895,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
038762914_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,038762914,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
171466361_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,171466361,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
009894165_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_characterized,009894165,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,characterized,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
009901407_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,009901407,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
019255394_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,019255394,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
006029086_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,006029086,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
063534465_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,063534465,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
171928634_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_BLAST,171928634,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
105511553_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_BLAST,105511553,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
ASL46315_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,ASL46315,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
111934302_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_BLAST,111934302,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
035555099_Unknown_Unknown_Unknown_Unknown_Burkholderiaceae_BLAST,035555099,Unknown,Unknown,Unknown,Unknown,Burkholderiaceae,BLAST,NA,Burkholderiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burkholderiaceae
179710545_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_BLAST,179710545,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
179746162_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_BLAST,179746162,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
124452740_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,124452740,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
039321274_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,039321274,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
006759583_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,006759583,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
175764049_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,175764049,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
006753568_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,006753568,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
175672999_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,175672999,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
175675855_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,175675855,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
012371946_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,012371946,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
175756731_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,175756731,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
175708327_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,175708327,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
165754083_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,165754083,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
124499070_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,124499070,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_124499070.1 MULTISPECIES: GDL motif peptide-associated radical SAM/SPASM maturase [unclassified Burkholderia],WP_124499070.1,MULTISPECIES:,GDL,motif,peptide-associated,radical,SAM/SPASM,maturase [unclassified Burkholderia],NA
124665197_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,124665197,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
124611908_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,124611908,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
059595941_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,059595941,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
059651490_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,059651490,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
059749222_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,059749222,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
060136801_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,060136801,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
076479796_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Burkholderia_BLAST,076479796,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
116135253_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Paraburkholderia_BLAST,116135253,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
CCA86491_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,CCA86491,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
075464144_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,075464144,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
013212440_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,013212440,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
118883125_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,118883125,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
124982977_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,124982977,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
055325719_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,055325719,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
014616985_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,014616985,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
003267827_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,003267827,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
119446631_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,119446631,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
075455563_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,075455563,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
184849990_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,184849990,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
042550112_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,042550112,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
049279483_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,049279483,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
049279555_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,049279555,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
013205939_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,013205939,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
120453575_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,120453575,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
011001666_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_PFAM,011001666,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,PFAM,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
064477837_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,064477837,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
020832075_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,020832075,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
165591365_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,165591365,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
071015124_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,071015124,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
104070575_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,104070575,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
064049397_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,064049397,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
020748530_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,020748530,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
193025454_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,193025454,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
193034507_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_BLAST,193034507,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
088241117_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,088241117,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
186923420_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Undibacterium_BLAST,186923420,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
110256024_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Undibacterium_BLAST,110256024,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
BBB62971_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Undibacterium_BLAST,BBB62971,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
162060725_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Undibacterium_BLAST,162060725,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
BBB68918_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Undibacterium_BLAST,BBB68918,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
162043268_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Undibacterium_BLAST,162043268,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,BLAST,NA,Betaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betaproteobacteria
170034415_Unknown_Unknown_Unknown_Unknown_Longimicrobium_BLAST,170034415,Unknown,Unknown,Unknown,Unknown,Longimicrobium,BLAST,NA,Longimicrobium,NA,NA,NA,NA,NA,NA,NA,NA,NA,Longimicrobium
115693106_Proteobacteria_Alphaproteobacteria_Rhizobiales_Xanthobacteraceae_Pseudolabrys_BLAST,115693106,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
PWB65096_Unknown_Unknown_Unknown_Unknown_Bradyrhizobiaceae_BLAST,PWB65096,Unknown,Unknown,Unknown,Unknown,Bradyrhizobiaceae,BLAST,NA,Bradyrhizobiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bradyrhizobiaceae
KJC59540_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST,KJC59540,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
KJC36195_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST,KJC36195,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
052833272_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_BLAST,052833272,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
082128193_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Hoeflea_BLAST,082128193,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
171904900_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Hoeflea_BLAST,171904900,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
066279533_Unknown_Unknown_Unknown_Unknown_Proteobacteria_BLAST,066279533,Unknown,Unknown,Unknown,Unknown,Proteobacteria,BLAST,NA,Proteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteobacteria
181266657_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_BLAST,181266657,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
188762670_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Polymorphobacter_BLAST,188762670,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
184167552_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_BLAST,184167552,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
152616399_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_BLAST,152616399,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
187760768_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_BLAST,187760768,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
193747446_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Ruegeria_BLAST,193747446,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
