"","dendcut","dendcut10","dendcut11","dendcut12","dendcut13","dendcut14","dendcut15","dendcut16","dendcut17","dendcut18","dendcut19","dendcut20","dendcut21","dendcut22","dendcut23"
"WP_014209159_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycolicibacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015759609_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfofarcimen_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_040096879_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_041974112_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_039741526_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011940373_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044347702_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Dethiosulfatarculus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015357920_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Thermoclostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_003234902_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_SkfB",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_054258171_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Propionispora_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007930609_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Pelosinus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075754403_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007288841_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Thermosinus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015358177_Firmicutes_Clostridia_Clostridiales_Hungateiclostridiaceae_Thermoclostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006906763_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009267391_Firmicutes_Clostridiales_Terrabacteria_group_NA_Lachnospiraceae_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009250209_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Eisenbergiella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006779028_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_021639802_Firmicutes_Clostridiales_Clostridia_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_055659141_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073079634_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007047496_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075064616_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Ornatilinea_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012035559_Euryarchaeota_Methanomicrobia_Methanocellales_Methanocellaceae_Methanocella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_061920619_Actinobacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012584057_Dictyoglomi_Dictyoglomia_Dictyoglomales_Dictyoglomaceae_Dictyoglomus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044036921_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072985559_Firmicutes_Clostridia_Terrabacteria_group_Clostridiaceae_Clostridium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007292879_Proteobacteria_NA_NA_NA_Deltaproteobacteria_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_053550215_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020886537_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfohalovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068668217_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermosulfurimonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_021771461_Firmicutes_Negativicutes_Selenomonadales_Selenomonadaceae_Mitsuokella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008858584_Firmicutes_Negativicutes_Veillonellales_Veillonellaceae_Dialister_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072419517_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_069575636_Euryarchaeota_Methanobacteriaceae_Methanobacteriales_NA_Methanobrevibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_058739405_Euryarchaeota_Euryarchaeota_Methanobacteriaceae_NA_Methanobrevibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016356517_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_018029429_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_WgkB",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_047916433_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072725958_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_052331741_Euryarchaeota_Methanobacteriales_Methanobacteria_NA_Methanobrevibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015051560_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044664200_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044664209_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023846477_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068008212_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075054518_Thaumarchaeota_Nitrososphaeria_Nitrososphaerales_Nitrososphaeraceae_Nitrososphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068008220_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Pseudovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048099027_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Acidianus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010978063_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Sulfurisphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010923620_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Saccharolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010923532_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Saccharolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012186392_Crenarchaeota_Thermoprotei_Thermoproteaceae_NA_Caldivirga_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014126052_Crenarchaeota_Thermoprotei_Thermoproteales_Thermoproteaceae_Thermoproteus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014026887_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075050332_Crenarchaeota_Desulfurococcales_Desulfurococcales_NA_Ignicoccus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011998664_Crenarchaeota_Desulfurococcaceae_Desulfurococcaceae_NA_Ignicoccus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011821232_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Hyperthermus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_058370454_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrodictium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013266033_Crenarchaeota_Thermoprotei_Acidilobales_Acidilobaceae_Acidilobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015231747_Crenarchaeota_Thermoprotei_Acidilobales_Caldisphaeraceae_Caldisphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004077447_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoplanus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004039445_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanofollis_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012106498_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanoregulaceae_Methanoregula_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012619216_Euryarchaeota_Methanomicrobia_Methanoregulaceae_NA_Methanosphaerula_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_003113242_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_NirJ_PA01",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012179833_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Dinoroseobacter_NirJ_DSM16493",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_024843016_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Paracoccus_NirJ_DSM2944",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011322496_Euryarchaeota_Halobacteria_Halobacteriales_Haloarculaceae_Natronomonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007108402_Euryarchaeota_Halobacteria_Natrialbales_Natrialbaceae_Natrinema_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020447670_Euryarchaeota_Halobacteria_Natrialbales_Natrialbaceae_Salinarchaeum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023393120_Euryarchaeota_Halobacteria_Haloferacales_Halorubraceae_Halobonum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006076888_Euryarchaeota_Halobacteria_Halobacteriales_Halococcaceae_Halococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072725763_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Tepidibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014553494_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006361556_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Slackia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012798300_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Slackia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015904650_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004071978_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_006965445_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfotignum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011526286_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012750015_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010938157_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_AhbC_Hildenborough",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011368419_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_020876618_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007220656_Planctomycetes_Candidatus_Brocadiales_Candidatus_Brocadiae_NA_Jettenia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023844271_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_070068227_Planctomycetes_Candidatus_Brocadiae_PVC_group_NA_Brocadia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068515899_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Caldimicrobium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010878621_Euryarchaeota_Archaeoglobus_Archaeoglobales_NA_Archaeoglobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044665693_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III__Incertae_Sedis_Syntrophaceticus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015050617_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_066244730_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Anaerosporomusa_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075754715_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Sporomusa_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007289379_Firmicutes_Negativicutes_Selenomonadales_Sporomusaceae_Thermosinus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013175590_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophothermus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_046498855_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011640118_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073091588_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Thermosyntropha_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_016358771_Euryarchaeota_Methanobacteriales_Methanobacteria_NA_Methanobrevibacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013414102_Euryarchaeota_Euryarchaeota_Methanobacteriales_NA_Methanothermus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015738365_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Ammonifex_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011011767_Euryarchaeota_Thermococcaceae_Pyrococcus_NA_Pyrococcus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_058371195_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrodictium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011838960_Crenarchaeota_Thermoprotei_Desulfurococcales_Desulfurococcaceae_Staphylothermus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075049472_Crenarchaeota_TACK_group_TACK_group_NA_Ignicoccus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013335538_Crenarchaeota_Thermoproteales_Thermoprotei_NA_Vulcanisaeta_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012186146_Crenarchaeota_TACK_group_Thermoproteales_NA_Caldivirga_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015590285_Euryarchaeota_Euryarchaeota_Archaeoglobaceae_NA_Archaeoglobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012308747_Candidatus_Korarchaeota_TACK_group_NA_NA_Korarchaeum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_008082092_Euryarchaeota_NA_Aciduliprofundum_NA_Aciduliprofundum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013330460_Euryarchaeota_Methanomicrobiales_Methanomicrobiales_NA_Methanolacinia_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_062265584_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoculleus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_052883983_Crenarchaeota_TACK_group_Thermoproteales_NA_Thermofilum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011417382_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_076712610_Aquificae_Aquificae_Desulfurobacteriales_Desulfurobacteriaceae_Desulfurobacterium_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009071934_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Metallosphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012020475_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Metallosphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012940123_Euryarchaeota_Archaeoglobaceae_Euryarchaeota_NA_Archaeoglobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015592767_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068657250_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013458075_Deinococcus_Thermus_Deinococci_Thermales_Thermaceae_Oceanithermus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_048099026_Crenarchaeota_Thermoprotei_Sulfolobales_Sulfolobaceae_Acidianus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011177815_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Picrophilaceae_Picrophilus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_009887746_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Ferroplasmaceae_Ferroplasma_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_075050057_Crenarchaeota_Thermoprotei_Thermoprotei_NA_Ignicoccus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_014026122_Crenarchaeota_Thermoprotei_Desulfurococcales_Pyrodictiaceae_Pyrolobus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015231745_Crenarchaeota_Thermoprotei_Acidilobales_Caldisphaeraceae_Caldisphaera_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013681303_Proteobacteria_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Hippea_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_071663169_Proteobacteria_Gammaproteobacteria_Thiotrichales_Francisellaceae_Francisella_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012546519_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_068860073_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Thermodesulfovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_015402361_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011188522_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfotalea_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073613757_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfopila_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_073377392_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfofustis_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013164144_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfurivibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007294226_Proteobacteria_NA_NA_NA_Deltaproteobacteria_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_007291677_Proteobacteria_Proteobacteria_NA_NA_Deltaproteobacteria_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_067617993_Proteobacteria_Deltaproteobacteria_No_order_No_family_Dissulfuribacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_023276365_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Mucispirillum_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013010572_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Denitrovibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013886389_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Flexistipes_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013008163_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Deferribacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013451168_Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_Calditerrivibrio_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011736775_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012528456_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012645120_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011936961_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_004513780_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_010944064_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_039739356_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_012471152_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_072283592_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011340474_Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Pelobacter_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_076004352_Chloroflexi_Dehalococcoidia_No_order_No_family_Dehalogenimonas_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_013705399_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_049674660_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfocarbo_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_044349545_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Dethiosulfatarculus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
"WP_011416493_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus_PFAM",3,4,5,5,5,6,6,7,8,8,8,9,9,9,9
